date,Tmax,heat_risk_score,risk_category,mortality_RR,hospitalization_RR,health_interpretation
2024-02-02,29.7,0.0,LOW,1.033,1.0,Elevated heat-related health risk
2024-02-03,31.9,17.5,LOW,1.077,1.0,Elevated heat-related health risk
2024-02-04,32.8,17.5,LOW,1.096,1.0,Elevated heat-related health risk
2024-02-05,30.0,17.5,LOW,1.039,1.0,Elevated heat-related health risk
2024-02-06,30.6,17.5,LOW,1.051,1.0,Elevated heat-related health risk
2024-02-07,30.3,7.5,LOW,1.045,1.0,Elevated heat-related health risk
2024-02-08,28.0,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-02-09,28.5,0.0,LOW,1.01,1.0,Elevated heat-related health risk
2024-02-10,29.5,0.0,LOW,1.029,1.0,Elevated heat-related health risk
2024-02-11,29.5,0.0,LOW,1.029,1.0,Elevated heat-related health risk
2024-02-12,29.4,0.0,LOW,1.027,1.0,Elevated heat-related health risk
2024-02-13,29.6,0.0,LOW,1.031,1.0,Elevated heat-related health risk
2024-02-14,30.1,7.5,LOW,1.041,1.0,Elevated heat-related health risk
2024-02-15,32.0,7.5,LOW,1.079,1.0,Elevated heat-related health risk
2024-02-16,33.9,25.0,MODERATE,1.119,1.0,Elevated heat-related health risk
2024-02-17,34.7,25.0,MODERATE,1.136,1.0,Elevated heat-related health risk
2024-02-18,34.3,17.5,LOW,1.128,1.0,Elevated heat-related health risk
2024-02-19,34.3,15.0,LOW,1.128,1.0,Elevated heat-related health risk
2024-02-20,32.4,17.5,LOW,1.087,1.0,Elevated heat-related health risk
2024-02-21,30.4,7.5,LOW,1.047,1.0,Elevated heat-related health risk
2024-02-22,29.9,0.0,LOW,1.037,1.0,Elevated heat-related health risk
2024-02-23,29.8,0.0,LOW,1.035,1.0,Elevated heat-related health risk
2024-02-24,30.6,7.5,LOW,1.051,1.0,Elevated heat-related health risk
2024-02-25,31.4,7.5,LOW,1.067,1.0,Elevated heat-related health risk
2024-02-26,33.1,7.5,LOW,1.102,1.0,Elevated heat-related health risk
2024-02-27,34.7,35.0,MODERATE,1.136,1.0,Elevated heat-related health risk
2024-02-28,34.1,25.0,MODERATE,1.123,1.0,Elevated heat-related health risk
2024-02-29,37.0,42.5,MODERATE,1.187,1.0,Elevated heat-related health risk
2024-03-01,36.9,32.5,MODERATE,1.185,1.0,Elevated heat-related health risk
2024-03-02,30.1,17.5,LOW,1.041,1.0,Elevated heat-related health risk
2024-03-03,25.3,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-03-04,27.6,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-03-05,30.4,7.5,LOW,1.047,1.0,Elevated heat-related health risk
2024-03-06,31.8,7.5,LOW,1.075,1.0,Elevated heat-related health risk
2024-03-07,32.3,7.5,LOW,1.085,1.0,Elevated heat-related health risk
2024-03-08,32.5,7.5,LOW,1.09,1.0,Elevated heat-related health risk
2024-03-09,32.4,7.5,LOW,1.087,1.0,Elevated heat-related health risk
2024-03-10,33.9,17.5,LOW,1.119,1.0,Elevated heat-related health risk
2024-03-11,35.1,32.5,MODERATE,1.145,1.0,Elevated heat-related health risk
2024-03-12,34.9,25.0,MODERATE,1.141,1.0,Elevated heat-related health risk
2024-03-13,34.4,25.0,MODERATE,1.13,1.0,Elevated heat-related health risk
2024-03-14,33.5,17.5,LOW,1.111,1.0,Elevated heat-related health risk
2024-03-15,34.1,17.5,LOW,1.123,1.0,Elevated heat-related health risk
2024-03-16,35.1,32.5,MODERATE,1.145,1.0,Elevated heat-related health risk
2024-03-17,35.8,32.5,MODERATE,1.16,1.0,Elevated heat-related health risk
2024-03-18,36.2,32.5,MODERATE,1.169,1.0,Elevated heat-related health risk
2024-03-19,36.9,32.5,MODERATE,1.185,1.0,Elevated heat-related health risk
2024-03-20,38.2,32.5,MODERATE,1.215,1.0,High heat-related health risk
2024-03-21,38.0,32.5,MODERATE,1.21,1.0,High heat-related health risk
2024-03-22,38.3,32.5,MODERATE,1.217,1.0,High heat-related health risk
2024-03-23,38.5,42.5,MODERATE,1.222,1.0,High heat-related health risk
2024-03-24,37.3,42.5,MODERATE,1.194,1.0,Elevated heat-related health risk
2024-03-25,38.8,42.5,MODERATE,1.229,1.0,High heat-related health risk
2024-03-26,40.0,57.5,HIGH,1.257,1.0,High heat-related health risk
2024-03-27,40.8,57.5,HIGH,1.276,1.0,High heat-related health risk
2024-03-28,40.4,57.5,HIGH,1.267,1.0,High heat-related health risk
2024-03-29,39.8,50.0,HIGH,1.252,1.0,High heat-related health risk
2024-03-30,37.9,32.5,MODERATE,1.208,1.0,High heat-related health risk
2024-03-31,37.1,32.5,MODERATE,1.189,1.0,Elevated heat-related health risk
2024-04-01,38.1,32.5,MODERATE,1.212,1.0,High heat-related health risk
2024-04-02,37.5,32.5,MODERATE,1.198,1.0,Elevated heat-related health risk
2024-04-03,37.3,32.5,MODERATE,1.194,1.0,Elevated heat-related health risk
2024-04-04,37.5,32.5,MODERATE,1.198,1.0,Elevated heat-related health risk
2024-04-05,37.5,32.5,MODERATE,1.198,1.0,Elevated heat-related health risk
2024-04-06,37.9,32.5,MODERATE,1.208,1.0,High heat-related health risk
2024-04-07,38.8,32.5,MODERATE,1.229,1.0,High heat-related health risk
2024-04-08,40.1,50.0,HIGH,1.259,1.0,High heat-related health risk
2024-04-09,41.0,57.5,HIGH,1.281,1.0,High heat-related health risk
2024-04-10,40.0,50.0,HIGH,1.257,1.0,High heat-related health risk
2024-04-11,40.5,57.5,HIGH,1.269,1.0,High heat-related health risk
2024-04-12,38.9,42.5,MODERATE,1.231,1.0,High heat-related health risk
2024-04-13,38.7,50.0,HIGH,1.226,1.0,High heat-related health risk
2024-04-14,39.5,60.0,HIGH,1.245,1.0,High heat-related health risk
2024-04-15,40.8,67.5,HIGH,1.276,1.0,High heat-related health risk
2024-04-16,41.3,57.5,HIGH,1.289,1.0,High heat-related health risk
2024-04-17,42.9,67.5,HIGH,1.328,1.38,High heat-related health risk
2024-04-18,41.6,57.5,HIGH,1.296,1.0,High heat-related health risk
2024-04-19,39.7,50.0,HIGH,1.25,1.0,High heat-related health risk
2024-04-20,37.9,42.5,MODERATE,1.208,1.0,High heat-related health risk
2024-04-21,38.3,42.5,MODERATE,1.217,1.0,High heat-related health risk
2024-04-22,38.5,42.5,MODERATE,1.222,1.0,High heat-related health risk
2024-04-23,39.4,42.5,MODERATE,1.243,1.0,High heat-related health risk
2024-04-24,40.9,57.5,HIGH,1.279,1.0,High heat-related health risk
2024-04-25,40.8,67.5,HIGH,1.276,1.0,High heat-related health risk
2024-04-26,40.3,50.0,HIGH,1.264,1.0,High heat-related health risk
2024-04-27,39.8,42.5,MODERATE,1.252,1.0,High heat-related health risk
2024-04-28,40.8,40.0,MODERATE,1.276,1.0,High heat-related health risk
2024-04-29,40.7,57.5,HIGH,1.274,1.0,High heat-related health risk
2024-04-30,40.6,40.0,MODERATE,1.271,1.0,High heat-related health risk
2024-05-01,40.8,40.0,MODERATE,1.276,1.0,High heat-related health risk
2024-05-02,40.3,40.0,MODERATE,1.264,1.0,High heat-related health risk
2024-05-03,42.1,57.5,HIGH,1.308,1.036,High heat-related health risk
2024-05-04,41.4,57.5,HIGH,1.291,1.0,High heat-related health risk
2024-05-05,39.5,50.0,HIGH,1.245,1.0,High heat-related health risk
2024-05-06,41.0,57.5,HIGH,1.281,1.0,High heat-related health risk
2024-05-07,43.1,75.0,EXTREME,1.333,1.482,High heat-related health risk
2024-05-08,42.7,67.5,HIGH,1.323,1.284,High heat-related health risk
2024-05-09,42.4,67.5,HIGH,1.316,1.154,High heat-related health risk
2024-05-10,42.2,75.0,EXTREME,1.311,1.074,High heat-related health risk
2024-05-11,41.0,75.0,EXTREME,1.281,1.0,High heat-related health risk
2024-05-12,41.7,75.0,EXTREME,1.298,1.0,High heat-related health risk
2024-05-13,39.5,60.0,HIGH,1.245,1.0,High heat-related health risk
2024-05-14,40.0,67.5,HIGH,1.257,1.0,High heat-related health risk
2024-05-15,41.0,67.5,HIGH,1.281,1.0,High heat-related health risk
2024-05-16,42.7,67.5,HIGH,1.323,1.284,High heat-related health risk
2024-05-17,45.0,79.5,EXTREME,1.383,2.924,High heat-related health risk
2024-05-18,45.4,79.5,EXTREME,1.393,3.374,Very high heat-related health risk
2024-05-19,45.5,69.5,HIGH,1.396,3.497,Very high heat-related health risk
2024-05-20,44.7,57.5,HIGH,1.375,2.627,High heat-related health risk
2024-05-21,45.2,79.5,EXTREME,1.388,3.141,Very high heat-related health risk
2024-05-22,45.9,79.5,EXTREME,1.407,4.035,Very high heat-related health risk
2024-05-23,46.5,79.5,EXTREME,1.423,5.0,Very high heat-related health risk
2024-05-24,45.8,79.5,EXTREME,1.404,3.893,Very high heat-related health risk
2024-05-25,44.6,75.0,EXTREME,1.372,2.534,High heat-related health risk
2024-05-26,43.9,75.0,EXTREME,1.354,1.973,High heat-related health risk
2024-05-27,44.3,75.0,EXTREME,1.364,2.277,High heat-related health risk
2024-05-28,44.2,75.0,EXTREME,1.362,2.197,High heat-related health risk
2024-05-29,42.9,75.0,EXTREME,1.328,1.38,High heat-related health risk
2024-05-30,42.5,75.0,EXTREME,1.318,1.196,High heat-related health risk
2024-05-31,41.9,75.0,EXTREME,1.303,1.0,High heat-related health risk
2024-06-01,41.9,67.5,HIGH,1.303,1.0,High heat-related health risk
2024-06-02,41.6,67.5,HIGH,1.296,1.0,High heat-related health risk
2024-06-03,41.3,75.0,EXTREME,1.289,1.0,High heat-related health risk
2024-06-04,40.9,75.0,EXTREME,1.279,1.0,High heat-related health risk
2024-06-05,41.3,67.5,HIGH,1.289,1.0,High heat-related health risk
2024-06-06,41.6,75.0,EXTREME,1.296,1.0,High heat-related health risk
2024-06-07,41.6,75.0,EXTREME,1.296,1.0,High heat-related health risk
2024-06-08,40.9,75.0,EXTREME,1.279,1.0,High heat-related health risk
2024-06-09,42.2,75.0,EXTREME,1.311,1.074,High heat-related health risk
2024-06-10,40.9,75.0,EXTREME,1.279,1.0,High heat-related health risk
2024-06-11,41.3,75.0,EXTREME,1.289,1.0,High heat-related health risk
2024-06-12,40.8,75.0,EXTREME,1.276,1.0,High heat-related health risk
2024-06-13,41.2,67.5,HIGH,1.286,1.0,High heat-related health risk
2024-06-14,40.7,67.5,HIGH,1.274,1.0,High heat-related health risk
2024-06-15,39.9,60.0,HIGH,1.255,1.0,High heat-related health risk
2024-06-16,41.0,75.0,EXTREME,1.281,1.0,High heat-related health risk
2024-06-17,40.9,75.0,EXTREME,1.279,1.0,High heat-related health risk
2024-06-18,40.0,75.0,EXTREME,1.257,1.0,High heat-related health risk
2024-06-19,40.5,75.0,EXTREME,1.269,1.0,High heat-related health risk
2024-06-20,41.9,75.0,EXTREME,1.303,1.0,High heat-related health risk
2024-06-21,41.3,75.0,EXTREME,1.289,1.0,High heat-related health risk
2024-06-22,40.2,75.0,EXTREME,1.262,1.0,High heat-related health risk
2024-06-23,41.7,75.0,EXTREME,1.298,1.0,High heat-related health risk
2024-06-24,40.0,81.0,EXTREME,1.257,1.0,High heat-related health risk
2024-06-25,35.1,67.5,HIGH,1.145,1.0,Elevated heat-related health risk
2024-06-26,37.3,67.5,HIGH,1.194,1.0,Elevated heat-related health risk
2024-06-27,35.1,57.5,HIGH,1.145,1.0,Elevated heat-related health risk
2024-06-28,32.5,42.5,MODERATE,1.09,1.0,Elevated heat-related health risk
2024-06-29,31.6,42.5,MODERATE,1.071,1.0,Elevated heat-related health risk
2024-06-30,31.2,42.5,MODERATE,1.063,1.0,Elevated heat-related health risk
2024-07-01,28.6,17.5,LOW,1.012,1.0,Elevated heat-related health risk
2024-07-02,29.4,17.5,LOW,1.027,1.0,Elevated heat-related health risk
2024-07-03,33.6,60.0,HIGH,1.113,1.0,Elevated heat-related health risk
2024-07-04,33.4,52.5,HIGH,1.108,1.0,Elevated heat-related health risk
2024-07-05,30.6,35.0,MODERATE,1.051,1.0,Elevated heat-related health risk
2024-07-06,32.8,42.5,MODERATE,1.096,1.0,Elevated heat-related health risk
2024-07-07,33.3,42.5,MODERATE,1.106,1.0,Elevated heat-related health risk
2024-07-08,33.2,52.5,HIGH,1.104,1.0,Elevated heat-related health risk
2024-07-09,32.7,52.5,HIGH,1.094,1.0,Elevated heat-related health risk
2024-07-10,32.7,42.5,MODERATE,1.094,1.0,Elevated heat-related health risk
2024-07-11,32.9,52.5,HIGH,1.098,1.0,Elevated heat-related health risk
2024-07-12,32.7,42.5,MODERATE,1.094,1.0,Elevated heat-related health risk
2024-07-13,33.1,42.5,MODERATE,1.102,1.0,Elevated heat-related health risk
2024-07-14,33.1,52.5,HIGH,1.102,1.0,Elevated heat-related health risk
2024-07-15,30.7,42.5,MODERATE,1.053,1.0,Elevated heat-related health risk
2024-07-16,32.8,60.0,HIGH,1.096,1.0,Elevated heat-related health risk
2024-07-17,32.8,42.5,MODERATE,1.096,1.0,Elevated heat-related health risk
2024-07-18,33.6,52.5,HIGH,1.113,1.0,Elevated heat-related health risk
2024-07-19,31.7,42.5,MODERATE,1.073,1.0,Elevated heat-related health risk
2024-07-20,32.4,42.5,MODERATE,1.087,1.0,Elevated heat-related health risk
2024-07-21,33.1,42.5,MODERATE,1.102,1.0,Elevated heat-related health risk
2024-07-22,30.8,42.5,MODERATE,1.055,1.0,Elevated heat-related health risk
2024-07-23,31.7,42.5,MODERATE,1.073,1.0,Elevated heat-related health risk
2024-07-24,29.3,17.5,LOW,1.025,1.0,Elevated heat-related health risk
2024-07-25,30.4,25.0,MODERATE,1.047,1.0,Elevated heat-related health risk
2024-07-26,31.1,42.5,MODERATE,1.061,1.0,Elevated heat-related health risk
2024-07-27,30.3,25.0,MODERATE,1.045,1.0,Elevated heat-related health risk
2024-07-28,31.4,42.5,MODERATE,1.067,1.0,Elevated heat-related health risk
2024-07-29,28.1,17.5,LOW,1.002,1.0,Elevated heat-related health risk
2024-07-30,31.5,42.5,MODERATE,1.069,1.0,Elevated heat-related health risk
2024-07-31,32.4,42.5,MODERATE,1.087,1.0,Elevated heat-related health risk
2024-08-01,30.8,35.0,MODERATE,1.055,1.0,Elevated heat-related health risk
2024-08-02,29.1,17.5,LOW,1.021,1.0,Elevated heat-related health risk
2024-08-03,29.0,17.5,LOW,1.019,1.0,Elevated heat-related health risk
2024-08-04,30.1,35.0,MODERATE,1.041,1.0,Elevated heat-related health risk
2024-08-05,29.3,17.5,LOW,1.025,1.0,Elevated heat-related health risk
2024-08-06,31.3,35.0,MODERATE,1.065,1.0,Elevated heat-related health risk
2024-08-07,31.7,35.0,MODERATE,1.073,1.0,Elevated heat-related health risk
2024-08-08,31.1,35.0,MODERATE,1.061,1.0,Elevated heat-related health risk
2024-08-09,29.9,27.5,MODERATE,1.037,1.0,Elevated heat-related health risk
2024-08-10,29.6,17.5,LOW,1.031,1.0,Elevated heat-related health risk
2024-08-11,29.0,17.5,LOW,1.019,1.0,Elevated heat-related health risk
2024-08-12,30.5,35.0,MODERATE,1.049,1.0,Elevated heat-related health risk
2024-08-13,31.1,35.0,MODERATE,1.061,1.0,Elevated heat-related health risk
2024-08-14,31.4,42.5,MODERATE,1.067,1.0,Elevated heat-related health risk
2024-08-15,31.1,42.5,MODERATE,1.061,1.0,Elevated heat-related health risk
2024-08-16,31.7,42.5,MODERATE,1.073,1.0,Elevated heat-related health risk
2024-08-17,32.3,42.5,MODERATE,1.085,1.0,Elevated heat-related health risk
2024-08-18,32.7,42.5,MODERATE,1.094,1.0,Elevated heat-related health risk
2024-08-19,32.6,52.5,HIGH,1.092,1.0,Elevated heat-related health risk
2024-08-20,31.1,42.5,MODERATE,1.061,1.0,Elevated heat-related health risk
2024-08-21,31.9,42.5,MODERATE,1.077,1.0,Elevated heat-related health risk
2024-08-22,32.0,42.5,MODERATE,1.079,1.0,Elevated heat-related health risk
2024-08-23,30.6,42.5,MODERATE,1.051,1.0,Elevated heat-related health risk
2024-08-24,26.9,10.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-08-25,29.6,17.5,LOW,1.031,1.0,Elevated heat-related health risk
2024-08-26,29.3,17.5,LOW,1.025,1.0,Elevated heat-related health risk
2024-08-27,26.3,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-08-28,29.6,17.5,LOW,1.031,1.0,Elevated heat-related health risk
2024-08-29,31.1,25.0,MODERATE,1.061,1.0,Elevated heat-related health risk
2024-08-30,30.5,35.0,MODERATE,1.049,1.0,Elevated heat-related health risk
2024-08-31,32.2,35.0,MODERATE,1.083,1.0,Elevated heat-related health risk
2024-09-01,32.1,35.0,MODERATE,1.081,1.0,Elevated heat-related health risk
2024-09-02,30.8,42.5,MODERATE,1.055,1.0,Elevated heat-related health risk
2024-09-03,29.1,27.5,MODERATE,1.021,1.0,Elevated heat-related health risk
2024-09-04,29.4,17.5,LOW,1.027,1.0,Elevated heat-related health risk
2024-09-05,30.5,35.0,MODERATE,1.049,1.0,Elevated heat-related health risk
2024-09-06,30.8,35.0,MODERATE,1.055,1.0,Elevated heat-related health risk
2024-09-07,31.2,35.0,MODERATE,1.063,1.0,Elevated heat-related health risk
2024-09-08,30.9,35.0,MODERATE,1.057,1.0,Elevated heat-related health risk
2024-09-09,31.7,42.5,MODERATE,1.073,1.0,Elevated heat-related health risk
2024-09-10,31.4,42.5,MODERATE,1.067,1.0,Elevated heat-related health risk
2024-09-11,30.6,35.0,MODERATE,1.051,1.0,Elevated heat-related health risk
2024-09-12,32.0,35.0,MODERATE,1.079,1.0,Elevated heat-related health risk
2024-09-13,31.1,35.0,MODERATE,1.061,1.0,Elevated heat-related health risk
2024-09-14,30.5,35.0,MODERATE,1.049,1.0,Elevated heat-related health risk
2024-09-15,30.8,35.0,MODERATE,1.055,1.0,Elevated heat-related health risk
2024-09-16,31.2,35.0,MODERATE,1.063,1.0,Elevated heat-related health risk
2024-09-17,31.3,35.0,MODERATE,1.065,1.0,Elevated heat-related health risk
2024-09-18,32.1,35.0,MODERATE,1.081,1.0,Elevated heat-related health risk
2024-09-19,32.6,42.5,MODERATE,1.092,1.0,Elevated heat-related health risk
2024-09-20,32.9,42.5,MODERATE,1.098,1.0,Elevated heat-related health risk
2024-09-21,31.8,35.0,MODERATE,1.075,1.0,Elevated heat-related health risk
2024-09-22,33.1,52.5,HIGH,1.102,1.0,Elevated heat-related health risk
2024-09-23,33.6,42.5,MODERATE,1.113,1.0,Elevated heat-related health risk
2024-09-24,33.5,52.5,HIGH,1.111,1.0,Elevated heat-related health risk
2024-09-25,33.0,52.5,HIGH,1.1,1.0,Elevated heat-related health risk
2024-09-26,31.5,42.5,MODERATE,1.069,1.0,Elevated heat-related health risk
2024-09-27,30.2,35.0,MODERATE,1.043,1.0,Elevated heat-related health risk
2024-09-28,30.1,35.0,MODERATE,1.041,1.0,Elevated heat-related health risk
2024-09-29,29.7,27.5,MODERATE,1.033,1.0,Elevated heat-related health risk
2024-09-30,32.0,52.5,HIGH,1.079,1.0,Elevated heat-related health risk
2024-10-01,33.4,52.5,HIGH,1.108,1.0,Elevated heat-related health risk
2024-10-02,33.5,52.5,HIGH,1.111,1.0,Elevated heat-related health risk
2024-10-03,32.5,42.5,MODERATE,1.09,1.0,Elevated heat-related health risk
2024-10-04,31.7,35.0,MODERATE,1.073,1.0,Elevated heat-related health risk
2024-10-05,31.9,35.0,MODERATE,1.077,1.0,Elevated heat-related health risk
2024-10-06,32.2,35.0,MODERATE,1.083,1.0,Elevated heat-related health risk
2024-10-07,34.4,42.5,MODERATE,1.13,1.0,Elevated heat-related health risk
2024-10-08,34.4,42.5,MODERATE,1.13,1.0,Elevated heat-related health risk
2024-10-09,34.3,35.0,MODERATE,1.128,1.0,Elevated heat-related health risk
2024-10-10,29.4,17.5,LOW,1.027,1.0,Elevated heat-related health risk
2024-10-11,30.6,25.0,MODERATE,1.051,1.0,Elevated heat-related health risk
2024-10-12,31.8,35.0,MODERATE,1.075,1.0,Elevated heat-related health risk
2024-10-13,31.4,42.5,MODERATE,1.067,1.0,Elevated heat-related health risk
2024-10-14,31.4,35.0,MODERATE,1.067,1.0,Elevated heat-related health risk
2024-10-15,32.9,42.5,MODERATE,1.098,1.0,Elevated heat-related health risk
2024-10-16,33.0,42.5,MODERATE,1.1,1.0,Elevated heat-related health risk
2024-10-17,33.6,35.0,MODERATE,1.113,1.0,Elevated heat-related health risk
2024-10-18,33.8,42.5,MODERATE,1.117,1.0,Elevated heat-related health risk
2024-10-19,32.4,52.5,HIGH,1.087,1.0,Elevated heat-related health risk
2024-10-20,31.9,35.0,MODERATE,1.077,1.0,Elevated heat-related health risk
2024-10-21,30.9,35.0,MODERATE,1.057,1.0,Elevated heat-related health risk
2024-10-22,32.4,35.0,MODERATE,1.087,1.0,Elevated heat-related health risk
2024-10-23,33.4,35.0,MODERATE,1.108,1.0,Elevated heat-related health risk
2024-10-24,33.8,35.0,MODERATE,1.117,1.0,Elevated heat-related health risk
2024-10-25,33.6,35.0,MODERATE,1.113,1.0,Elevated heat-related health risk
2024-10-26,34.3,35.0,MODERATE,1.128,1.0,Elevated heat-related health risk
2024-10-27,35.7,42.5,MODERATE,1.158,1.0,Elevated heat-related health risk
2024-10-28,36.0,50.0,HIGH,1.165,1.0,Elevated heat-related health risk
2024-10-29,36.8,42.5,MODERATE,1.183,1.0,Elevated heat-related health risk
2024-10-30,36.3,42.5,MODERATE,1.171,1.0,Elevated heat-related health risk
2024-10-31,35.9,42.5,MODERATE,1.163,1.0,Elevated heat-related health risk
2024-11-01,35.8,42.5,MODERATE,1.16,1.0,Elevated heat-related health risk
2024-11-02,34.8,25.0,MODERATE,1.138,1.0,Elevated heat-related health risk
2024-11-03,35.0,32.5,MODERATE,1.143,1.0,Elevated heat-related health risk
2024-11-04,34.9,25.0,MODERATE,1.141,1.0,Elevated heat-related health risk
2024-11-05,35.0,42.5,MODERATE,1.143,1.0,Elevated heat-related health risk
2024-11-06,34.5,35.0,MODERATE,1.132,1.0,Elevated heat-related health risk
2024-11-07,34.4,35.0,MODERATE,1.13,1.0,Elevated heat-related health risk
2024-11-08,34.3,35.0,MODERATE,1.128,1.0,Elevated heat-related health risk
2024-11-09,34.2,35.0,MODERATE,1.125,1.0,Elevated heat-related health risk
2024-11-10,34.3,25.0,MODERATE,1.128,1.0,Elevated heat-related health risk
2024-11-11,33.5,25.0,MODERATE,1.111,1.0,Elevated heat-related health risk
2024-11-12,33.4,25.0,MODERATE,1.108,1.0,Elevated heat-related health risk
2024-11-13,33.1,17.5,LOW,1.102,1.0,Elevated heat-related health risk
2024-11-14,33.0,17.5,LOW,1.1,1.0,Elevated heat-related health risk
2024-11-15,32.6,17.5,LOW,1.092,1.0,Elevated heat-related health risk
2024-11-16,32.6,7.5,LOW,1.092,1.0,Elevated heat-related health risk
2024-11-17,32.8,7.5,LOW,1.096,1.0,Elevated heat-related health risk
2024-11-18,32.1,7.5,LOW,1.081,1.0,Elevated heat-related health risk
2024-11-19,31.4,7.5,LOW,1.067,1.0,Elevated heat-related health risk
2024-11-20,30.7,7.5,LOW,1.053,1.0,Elevated heat-related health risk
2024-11-21,30.0,7.5,LOW,1.039,1.0,Elevated heat-related health risk
2024-11-22,29.3,0.0,LOW,1.025,1.0,Elevated heat-related health risk
2024-11-23,29.7,0.0,LOW,1.033,1.0,Elevated heat-related health risk
2024-11-24,30.1,7.5,LOW,1.041,1.0,Elevated heat-related health risk
2024-11-25,30.0,7.5,LOW,1.039,1.0,Elevated heat-related health risk
2024-11-26,30.5,7.5,LOW,1.049,1.0,Elevated heat-related health risk
2024-11-27,30.5,7.5,LOW,1.049,1.0,Elevated heat-related health risk
2024-11-28,30.4,7.5,LOW,1.047,1.0,Elevated heat-related health risk
2024-11-29,28.7,0.0,LOW,1.013,1.0,Elevated heat-related health risk
2024-11-30,27.9,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-12-01,28.2,0.0,LOW,1.004,1.0,Elevated heat-related health risk
2024-12-02,29.3,0.0,LOW,1.025,1.0,Elevated heat-related health risk
2024-12-03,31.1,7.5,LOW,1.061,1.0,Elevated heat-related health risk
2024-12-04,31.3,7.5,LOW,1.065,1.0,Elevated heat-related health risk
2024-12-05,31.3,17.5,LOW,1.065,1.0,Elevated heat-related health risk
2024-12-06,30.3,7.5,LOW,1.045,1.0,Elevated heat-related health risk
2024-12-07,28.9,0.0,LOW,1.017,1.0,Elevated heat-related health risk
2024-12-08,28.5,0.0,LOW,1.01,1.0,Elevated heat-related health risk
2024-12-09,26.7,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-12-10,25.4,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-12-11,26.6,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-12-12,26.9,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-12-13,25.7,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-12-14,26.3,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-12-15,27.9,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-12-16,28.6,0.0,LOW,1.012,1.0,Elevated heat-related health risk
2024-12-17,28.4,0.0,LOW,1.008,1.0,Elevated heat-related health risk
2024-12-18,29.1,0.0,LOW,1.021,1.0,Elevated heat-related health risk
2024-12-19,28.9,0.0,LOW,1.017,1.0,Elevated heat-related health risk
2024-12-20,27.4,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-12-21,29.6,0.0,LOW,1.031,1.0,Elevated heat-related health risk
2024-12-22,27.7,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-12-23,26.4,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-12-24,25.9,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-12-25,28.2,0.0,LOW,1.004,1.0,Elevated heat-related health risk
2024-12-26,29.5,10.0,LOW,1.029,1.0,Elevated heat-related health risk
2024-12-27,28.2,0.0,LOW,1.004,1.0,Elevated heat-related health risk
2024-12-28,26.7,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-12-29,27.0,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-12-30,27.0,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2024-12-31,28.3,0.0,LOW,1.006,1.0,Elevated heat-related health risk
2025-01-01,28.5,0.0,LOW,1.01,1.0,Elevated heat-related health risk
2025-01-02,29.7,0.0,LOW,1.033,1.0,Elevated heat-related health risk
2025-01-03,30.4,7.5,LOW,1.047,1.0,Elevated heat-related health risk
2025-01-04,30.3,7.5,LOW,1.045,1.0,Elevated heat-related health risk
2025-01-05,28.0,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2025-01-06,26.4,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2025-01-07,25.5,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2025-01-08,25.6,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2025-01-09,27.4,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2025-01-10,28.6,0.0,LOW,1.012,1.0,Elevated heat-related health risk
2025-01-11,27.7,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2025-01-12,27.1,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2025-01-13,25.1,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2025-01-14,26.7,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2025-01-15,27.1,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2025-01-16,27.6,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2025-01-17,27.0,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2025-01-18,30.2,7.5,LOW,1.043,1.0,Elevated heat-related health risk
2025-01-19,31.1,7.5,LOW,1.061,1.0,Elevated heat-related health risk
